0.000000000000000000e+00 0.000000000000000000e+00 8.340127000000000000e+06
1.000000000000000000e+00 2.000000000000000000e+01 8.340137000000000000e+06
2.000000000000000000e+00 4.000000000000000000e+01 8.340181000000000000e+06
3.000000000000000000e+00 6.000000000000000000e+01 8.340155000000000000e+06
4.000000000000000000e+00 8.000000000000000000e+01 8.340059000000000000e+06
5.000000000000000000e+00 1.000000000000000000e+02 8.340015000000000000e+06
6.000000000000000000e+00 1.200000000000000000e+02 8.340039000000000000e+06
7.000000000000000000e+00 1.400000000000000000e+02 8.340087000000000000e+06
8.000000000000000000e+00 1.600000000000000000e+02 8.340039000000000000e+06
9.000000000000000000e+00 1.800000000000000000e+02 8.340007000000000000e+06
1.000000000000000000e+01 2.000000000000000000e+02 8.340053000000000000e+06
1.100000000000000000e+01 2.200000000000000000e+02 8.340051000000000000e+06
1.200000000000000000e+01 2.400000000000000000e+02 8.340067000000000000e+06
1.300000000000000000e+01 2.600000000000000000e+02 8.340131000000000000e+06
1.400000000000000000e+01 2.800000000000000000e+02 8.340117000000000000e+06
1.500000000000000000e+01 3.000000000000000000e+02 8.340105000000000000e+06
1.600000000000000000e+01 3.210000000000000000e+02 8.340063000000000000e+06
1.700000000000000000e+01 3.410000000000000000e+02 8.340085000000000000e+06
1.800000000000000000e+01 3.610000000000000000e+02 8.340017000000000000e+06
1.900000000000000000e+01 3.810000000000000000e+02 8.340141000000000000e+06
2.000000000000000000e+01 4.010000000000000000e+02 8.340139000000000000e+06
2.100000000000000000e+01 4.210000000000000000e+02 8.340121000000000000e+06
2.200000000000000000e+01 4.410000000000000000e+02 8.340111000000000000e+06
2.300000000000000000e+01 4.610000000000000000e+02 8.340113000000000000e+06
2.400000000000000000e+01 4.810000000000000000e+02 8.340151000000000000e+06
2.500000000000000000e+01 5.010000000000000000e+02 8.340157000000000000e+06
2.600000000000000000e+01 5.210000000000000000e+02 8.340101000000000000e+06
2.700000000000000000e+01 5.410000000000000000e+02 8.340097000000000000e+06
2.800000000000000000e+01 5.610000000000000000e+02 8.340093000000000000e+06
2.900000000000000000e+01 5.810000000000000000e+02 8.340127000000000000e+06
3.000000000000000000e+01 6.010000000000000000e+02 8.340047000000000000e+06
3.100000000000000000e+01 6.210000000000000000e+02 8.340071000000000000e+06
3.200000000000000000e+01 6.410000000000000000e+02 8.340093000000000000e+06
3.300000000000000000e+01 6.610000000000000000e+02 8.340061000000000000e+06
3.400000000000000000e+01 6.810000000000000000e+02 8.340101000000000000e+06
3.500000000000000000e+01 7.010000000000000000e+02 8.340093000000000000e+06
3.600000000000000000e+01 7.210000000000000000e+02 8.340027000000000000e+06
3.700000000000000000e+01 7.410000000000000000e+02 8.339987000000000000e+06
3.800000000000000000e+01 7.610000000000000000e+02 8.340031000000000000e+06
3.900000000000000000e+01 7.810000000000000000e+02 8.340061000000000000e+06
4.000000000000000000e+01 8.010000000000000000e+02 8.340121000000000000e+06
4.100000000000000000e+01 8.210000000000000000e+02 8.340099000000000000e+06
4.200000000000000000e+01 8.410000000000000000e+02 8.340123000000000000e+06
4.300000000000000000e+01 8.610000000000000000e+02 8.340093000000000000e+06
4.400000000000000000e+01 8.810000000000000000e+02 8.340117000000000000e+06
4.500000000000000000e+01 9.010000000000000000e+02 8.340103000000000000e+06
4.600000000000000000e+01 9.210000000000000000e+02 8.340103000000000000e+06
4.700000000000000000e+01 9.410000000000000000e+02 8.340055000000000000e+06
4.800000000000000000e+01 9.610000000000000000e+02 8.340043000000000000e+06
